time,experiment,biomass,substrate,product,inhibitor,initial_biomass,initial_substrate,initial_inhibitor
7.894736842105263,3,2.404435868125022,0.5361238549098201,0.5900072538596265,0.23796074256449146,0.3,6.0,0.5
8.421052631578947,3,2.6082969099159943,0.3106816400630042,0.7381198477032689,0.2141308322882534,0.3,6.0,0.5
8.947368421052632,3,2.7054549348505823,0.21411916215632393,0.6827680768495239,0.2159129743744888,0.3,6.0,0.5
9.473684210526315,3,2.69957881400238,0.13831838684934508,0.6737718523202083,0.18375497211435807,0.3,6.0,0.5
10.0,3,2.658339293109577,0.07478174034233612,0.7180549055243032,0.19838483171002305,0.3,6.0,0.5
0.0,4,0.30135936763592736,8.54468758752597,0.206093260107401,1.0127537184561475,0.3,8.0,1.0
0.5263157894736842,4,0.3570552178838911,7.442543341262519,0.24357836343371517,0.9511952409419314,0.3,8.0,1.0
1.0526315789473684,4,0.4753286062982455,8.325396586229097,0.2472477996444517,0.8897144168335623,0.3,8.0,1.0
1.5789473684210527,4,0.5121613931815415,7.644533541530052,0.2744240952871178,0.8435308926618703,0.3,8.0,1.0
2.1052631578947367,4,0.7047001270356651,7.160406363284677,0.32070137673205174,0.8329470982260574,0.3,8.0,1.0
2.631578947368421,4,0.826296729938985,6.760428354338439,0.3470197924270064,0.7552799929389085,0.3,8.0,1.0
3.1578947368421053,4,0.9224912084405104,6.354973637090567,0.41864673741801417,0.7136676399371921,0.3,8.0,1.0
3.6842105263157894,4,1.1167846963317658,6.460330854142739,0.47209946384597373,0.6655454704343059,0.3,8.0,1.0
4.2105263157894735,4,1.423504476713333,4.823780320417618,0.547073836974311,0.6478204675544351,0.3,8.0,1.0
4.7368421052631575,4,1.5213656940145317,4.644030936359771,0.5604438981804399,0.6651025663072135,0.3,8.0,1.0
5.263157894736842,4,1.9125163253757609,4.252831023218156,0.6324034930505094,0.5651455386006556,0.3,8.0,1.0
5.789473684210526,4,2.186080092419224,3.3557447326198595,0.7421521343317548,0.5435948230373403,0.3,8.0,1.0
6.315789473684211,4,2.540794447903708,2.7989524241042387,0.793865587371748,0.5332691161244596,0.3,8.0,1.0
6.842105263157895,4,2.562493093820966,2.0732559371276134,0.9394008792940719,0.4722193589044035,0.3,8.0,1.0
7.368421052631579,4,2.8302495430203085,1.56523411547945,0.9457698736306808,0.5057294171609817,0.3,8.0,1.0
7.894736842105263,4,3.1127582769162476,1.003226105780955,1.0880962769318174,0.46437987788799007,0.3,8.0,1.0
8.421052631578947,4,3.09896940160428,0.581058865790367,1.107733851737843,0.3967786064397078,0.3,8.0,1.0
8.947368421052632,4,3.4710709127979285,0.4372326102355515,1.0601785235958863,0.4318977271501413,0.3,8.0,1.0
9.473684210526315,4,3.4766029261975553,0.24704411097581336,1.0474011950258264,0.39722745547864385,0.3,8.0,1.0
10.0,4,3.4996146307020495,0.16550048574751808,1.1466801494059244,0.33485336136712585,0.3,8.0,1.0
